State,State_Code,Hospitalization_Type,Expected_Payer,Y2003_Q1,Y2003_Q2,Y2003_Q3,Y2003_Q4,Y2004_Q1,Y2004_Q2,Y2004_Q3,Y2004_Q4,Y2005_Q1,Y2005_Q2,Y2005_Q3,Y2005_Q4,Y2006_Q1,Y2006_Q2,Y2006_Q3,Y2006_Q4,Y2007_Q1,Y2007_Q2,Y2007_Q3,Y2007_Q4,Y2008_Q1,Y2008_Q2,Y2008_Q3,Y2008_Q4,Y2009_Q1,Y2009_Q2,Y2009_Q3,Y2009_Q4,Y2010_Q1,Y2010_Q2,Y2010_Q3,Y2010_Q4,Y2011_Q1,Y2011_Q2,Y2011_Q3,Y2011_Q4,Y2012_Q1,Y2012_Q2,Y2012_Q3,Y2012_Q4,Y2013_Q1,Y2013_Q2,Y2013_Q3,Y2013_Q4,Y2014_Q1,Y2014_Q2,Y2014_Q3,Y2014_Q4
Texas,TX,Injury,Private,5350,6000,6100,5650,5250,5950,6300,5150,4900,6050,6100,6000,5100,5950,5950,5550,5250,6050,6200,5850,5350,6400,6350,5750,5350,6000,6000,5250,5050,6050,5900,5500,5350,6050,5850,5350,5000,5850,5650,5200,4750,5450,5500,4850,4700,,,
Texas,TX,Injury,Uninsured,3450,4350,5000,4550,4300,5000,5350,4700,4000,4900,5500,4900,4550,5400,5150,4600,4350,4900,5150,4800,4150,4700,5200,4750,4300,5450,5150,4550,4200,5250,5650,4800,4450,5200,5500,4700,4450,5450,5600,4850,4600,5300,5350,4600,4350,,,
Texas,TX,Maternal,Medicaid,41950,39300,48550,48050,41700,42600,47400,45650,40850,41100,46350,48050,44800,44350,51100,48900,46100,43150,46850,43750,43150,42850,47400,47350,47050,47250,52650,49150,45900,45050,49600,46850,45500,42550,48050,47300,45600,41450,48100,45200,40500,40300,44700,43950,41300,,,
Texas,TX,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX,Maternal,Private,39400,40900,42850,40000,38350,39300,42250,39900,39850,42000,43350,42850,40850,42200,43750,42050,40400,40550,42850,40150,40150,42400,43850,41550,39950,41150,43200,39350,36450,39150,41200,39700,37850,39100,41750,39400,37250,41100,44500,42200,41650,42900,46750,45500,43800,,,
Texas,TX,Maternal,Uninsured,4750,5750,6750,6700,7150,7350,7450,6250,5650,6150,8000,7400,6650,7050,8850,9350,7450,8050,11300,11100,8850,8200,11150,9000,6450,6750,6850,7200,6200,5650,6850,8100,5400,6100,7150,6300,4650,4800,5550,5500,4600,4650,5950,5800,4950,,,
Texas,TX,Medical Cond-Asthma,Medicaid,600,400,450,600,550,450,400,500,600,350,350,500,600,450,350,550,550,450,350,450,550,350,300,450,500,450,400,550,650,450,350,550,550,400,300,450,550,350,300,450,450,350,300,350,400,,,
Texas,TX,Medical Cond-Asthma,Medicare,1450,1300,900,1700,1500,1200,900,1150,2150,1100,850,1300,1900,1000,800,1150,1700,1150,750,1150,1950,1150,750,1150,1600,1050,800,1050,1600,1100,900,1200,1650,1050,700,950,1700,1050,850,1250,1650,1050,750,1000,1350,,,
Texas,TX,Medical Cond-Asthma,Private,1500,1200,950,1550,1350,1050,850,1150,1800,1050,700,1300,1550,900,800,1200,1550,1050,950,1150,1700,1050,800,1300,1550,1150,900,1400,1400,1000,750,1100,1550,900,650,950,1250,850,700,950,1100,750,650,900,1050,,,
Texas,TX,Medical Cond-Asthma,Uninsured,550,500,400,750,700,600,450,650,750,500,450,700,700,500,500,700,800,650,550,600,800,500,500,750,750,600,600,850,750,650,550,750,850,550,500,650,750,650,550,700,750,600,500,700,650,,,
Texas,TX,Medical Cond-CHF,Medicaid,1150,1000,950,1000,1200,950,850,1000,1100,950,950,1100,1200,1050,1000,1100,1200,1100,900,950,1050,950,850,850,1050,1000,1000,1050,1200,1050,900,1000,1100,950,800,900,1000,750,700,800,950,850,800,850,950,,,
Texas,TX,Medical Cond-CHF,Medicare,13450,12550,11450,12900,13000,11350,11000,11800,13100,11200,10100,12500,13000,11100,10000,11150,12300,10750,9000,9350,11000,9050,8550,9700,10350,9300,8200,9200,10450,8900,8050,9050,9900,8100,7350,8000,10500,8500,8050,8850,10000,8900,7750,8950,10200,,,
Texas,TX,Medical Cond-CHF,Private,1650,1500,1300,1550,1800,1550,1500,1550,1750,1550,1400,1700,1750,1650,1500,1650,1800,1500,1400,1500,1700,1550,1450,1700,1800,1650,1450,1600,1650,1500,1300,1450,1650,1400,1300,1350,1300,1200,1100,1250,1450,1350,1200,1400,1650,,,
Texas,TX,Medical Cond-CHF,Uninsured,900,800,850,1000,1100,1100,1000,1100,1150,1100,1050,1250,1350,1100,1050,1150,1350,1100,950,950,1150,1000,950,1100,1100,1000,950,1150,1200,950,950,1150,1200,1000,900,1100,1200,1000,950,1050,1350,1150,1100,1300,1350,,,
Texas,TX,Medical Cond-Diabetes,Medicaid,1150,1100,1150,950,1000,1000,1100,1050,1000,1000,1100,1050,1050,1100,1150,1050,1050,1050,1100,1000,1000,1050,1050,1050,1100,1150,1200,1150,1200,1200,1250,1150,1250,1150,1200,1200,1150,1050,1250,1150,1000,1100,1100,1150,1100,,,
Texas,TX,Medical Cond-Diabetes,Medicare,3050,3050,2800,2750,2750,2800,2700,2450,2600,2600,2550,2600,2550,2600,2400,2350,2500,2400,2200,2250,2400,2200,2150,2250,2300,2150,2100,2000,2350,2400,2300,2300,2500,2250,2250,2250,2850,2500,2550,2450,2700,2650,2600,2500,2600,,,
Texas,TX,Medical Cond-Diabetes,Private,2000,1850,2000,1900,1850,1850,2100,1900,1900,1950,2050,2150,2050,2100,2200,2200,2150,2050,2100,2150,2350,2300,2450,2450,2450,2300,2400,2300,2350,2250,2300,2350,2450,2550,2600,2450,2250,2350,2300,2250,2350,2400,2350,2400,2450,,,
Texas,TX,Medical Cond-Diabetes,Uninsured,1250,1350,1450,1550,1600,1600,1600,1550,1550,1450,1800,1700,1600,1650,1900,1700,1700,1550,1600,1650,1750,1600,1800,1800,1750,1850,2050,2050,2050,1850,2100,2250,2200,2250,2550,2250,2200,2250,2600,2500,2450,2500,2650,2450,2450,,,
Texas,TX,Medical Condition (All),Medicaid,19000,18700,19250,17350,16950,16850,16900,16850,17400,16800,17850,18350,18500,18450,18300,18200,18850,18050,17500,17150,17750,16950,17550,16900,18350,18600,19750,19700,20350,20050,20450,20150,20450,19300,19200,19150,20150,18700,18700,18250,17950,18150,17850,17300,18050,,,
Texas,TX,Medical Condition (All),Medicare,136650,132350,127300,136150,132350,120850,118050,120850,138850,119350,116950,129950,135600,121950,115550,122450,133700,121800,109200,112200,130300,113100,109850,115600,122350,112900,105600,108650,121600,114800,109350,117700,127700,113100,108950,112450,138300,125850,121750,129200,137250,123400,116800,119350,128450,,,
Texas,TX,Medical Condition (All),Private,57250,58450,58800,57100,56700,56050,57350,52750,56950,55700,55800,56200,57900,57750,57650,57050,59900,56350,56100,55400,60050,58750,58400,58200,60450,58850,57850,56850,58150,56900,56950,55750,58500,56900,56500,54250,53600,53900,53650,52300,52800,52600,53100,51500,54150,,,
Texas,TX,Medical Condition (All),Uninsured,20100,21650,23650,24100,25200,26700,25800,24750,24850,25200,27500,26500,25700,25950,26650,25950,26550,25750,24900,24250,25200,24250,25850,24800,25500,27300,28350,28150,27350,27600,30250,29250,30000,29850,31550,29400,30300,31200,32700,31850,31900,31650,32700,31750,31850,,,
Texas,TX,Mental Health,Medicaid,3450,3450,3700,3200,3400,3400,3800,3600,3500,3950,3950,3350,3650,3800,4050,3400,3650,3850,3700,3400,3300,3550,3800,3250,3600,3800,3950,3350,3600,3600,3800,3400,3300,3600,3850,3750,3950,3550,3950,3500,3550,3650,3550,3250,3300,,,
Texas,TX,Mental Health,Medicare,3050,3050,3200,3150,2850,2850,2800,2650,2750,2800,3200,2900,2850,2850,2900,2700,2750,2700,2650,2500,2650,2650,2700,2700,2650,2500,2550,2350,2300,2350,2500,2250,2450,2450,2650,2350,2800,2850,2750,2750,2750,2700,2850,2750,2850,,,
Texas,TX,Mental Health,Private,4850,4800,4700,4300,4600,4550,4750,4150,4350,4800,5050,4550,4700,4750,4900,4550,4550,4500,4400,4450,4400,4550,4650,4050,4350,4600,4600,4750,4800,5200,4950,4600,5050,5850,5900,5300,5150,6100,5400,5200,5150,5250,5300,4900,5100,,,
Texas,TX,Mental Health,Uninsured,2800,2900,3250,3000,3150,3450,3500,2950,2850,3150,3500,3100,2900,3250,3250,3050,2950,3100,3750,3400,2850,3150,3200,2950,3050,3650,3600,2950,3050,3300,3500,3300,3450,3900,3800,3550,3300,3800,3950,3750,3650,4100,4250,3750,3750,,,
Texas,TX,Surgical,Medicaid,7250,7150,7250,5800,5900,6100,6250,6400,6350,6250,6450,6350,6450,6500,6450,5800,5850,5700,5850,5500,5550,5700,5550,5550,5900,6350,6400,6050,6500,6800,6900,6650,6600,6500,6600,6300,6350,5800,5900,5350,5300,5650,5650,5150,5250,,,
Texas,TX,Surgical,Medicare,48600,49350,48100,46550,47950,47300,47600,45300,48550,48750,47650,48050,49900,49750,48700,45900,47050,46050,44350,43100,43550,43300,41950,41700,43400,42900,42500,39750,41700,42200,41800,40800,42700,41700,41200,39350,47600,45100,44950,43800,45000,45250,44650,42900,43000,,,
Texas,TX,Surgical,Private,51800,55650,54400,54000,50650,53550,53550,53450,49900,54250,53600,55450,51550,56100,55050,56800,50700,53200,53550,54850,49600,54300,53150,56450,50300,54000,53750,53750,47550,51350,51150,53750,45650,49050,49800,50400,43350,45050,44800,48300,40900,44050,43950,46350,39050,,,
Texas,TX,Surgical,Uninsured,7550,8200,9300,9050,10200,10850,10800,10650,10050,10900,11500,10650,9700,10500,10750,10050,9750,9900,10250,9700,9400,9700,10350,10200,9850,10600,10900,10850,10400,11000,11800,11500,11200,11900,12700,11600,11200,11300,12100,11700,11800,12250,12600,11500,10950,,,
Utah,UT,All Adult Hospitalizations,Medicaid,5400,5700,5800,5650,5650,5850,6100,5700,5900,5950,6150,5700,5800,6050,6150,5900,5750,5800,5900,5500,6000,5750,6000,5700,5800,6350,6450,6200,6350,6350,6500,6350,6500,6500,6600,5850,6850,6550,6700,6350,6600,6700,6850,6100,,,,
Utah,UT,All Adult Hospitalizations,Medicare,11900,12300,11750,12900,13050,12750,12250,12550,13650,13250,12550,13300,13300,12550,11850,12050,11900,11000,10750,10850,11850,11000,10800,10800,10800,11300,10700,10900,12600,12600,12300,12000,13650,13750,13300,13450,15100,14300,13650,14550,15400,14450,13850,13800,,,,
Utah,UT,All Adult Hospitalizations,Private,20150,21200,20350,19800,20300,21350,20150,19950,20700,21500,21300,20850,20650,22050,21700,21200,21250,22050,22050,21000,22150,22800,22550,21750,20950,21850,21350,20450,19900,20900,20800,20100,19800,21250,21050,20550,20050,20650,20600,20400,19550,20150,20200,19050,,,,
Utah,UT,All Adult Hospitalizations,Uninsured,1300,1450,1550,1550,1500,1600,1600,1100,1100,1150,1200,1150,1050,1200,1250,1350,2100,2100,2350,2300,2200,2000,2050,1950,1900,1950,2100,2100,2200,2450,2500,2450,2350,2450,2600,2650,2450,2300,2800,2600,2550,2850,3000,2800,,,,
Utah,UT,Injury,Medicaid,150,150,150,150,150,150,150,150,150,150,150,150,150,150,200,150,150,150,150,150,150,150,150,150,100,200,200,150,150,150,200,150,150,150,200,150,250,200,250,200,200,250,300,150,,,,
Utah,UT,Injury,Medicare,750,800,850,850,900,800,900,900,850,850,850,900,850,850,850,900,750,750,850,850,850,800,750,800,800,850,750,800,900,950,1000,900,950,950,1050,1000,1050,1050,950,1050,1150,1050,1050,1050,,,,
Utah,UT,Injury,Private,800,850,900,750,900,900,1000,850,900,950,1000,800,1000,1000,1100,950,1000,1050,1100,950,1000,1050,1150,900,900,1000,1050,800,900,900,1050,750,850,900,1000,900,900,900,1000,850,900,900,900,700,,,,
Utah,UT,Injury,Uninsured,150,150,200,150,200,200,200,150,150,150,150,150,100,150,150,150,200,250,250,250,250,250,250,200,200,200,250,200,250,250,250,200,200,250,300,250,200,200,300,200,250,200,300,250,,,,
Utah,UT,Maternal,Medicaid,3250,3500,3600,3450,3450,3750,3900,3550,3750,3750,3950,3650,3700,3950,4000,3800,3600,3650,3750,3500,3700,3650,4000,3650,3650,3750,3950,3750,3800,3900,4050,3900,3700,3900,3900,3350,3600,3550,3750,3450,3450,3550,3500,3250,,,,
Utah,UT,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,UT,Maternal,Private,8450,9250,9000,8050,8550,9350,8650,8050,8500,9450,9400,8550,8550,9600,9500,8600,8700,9750,9700,8550,9200,10100,10000,8550,8600,9550,9200,7900,7950,9000,8850,7850,7900,9050,8950,7750,8050,8800,9150,8250,8300,9050,9050,7800,,,,
Utah,UT,Maternal,Uninsured,250,350,300,300,250,350,300,300,250,300,300,250,250,300,350,350,450,450,500,550,500,400,450,400,300,300,300,250,300,350,350,350,300,350,350,400,300,300,350,300,300,450,400,400,,,,
Utah,UT,Medical Cond-Asthma,Medicaid,50,50,50,50,50,50,,50,50,50,,50,50,,,50,,50,,50,50,50,,,50,50,,50,50,50,50,,50,50,,50,50,50,50,50,50,50,50,50,,,,
Utah,UT,Medical Cond-Asthma,Medicare,100,50,50,100,100,50,50,50,100,50,50,50,100,50,50,50,50,50,,50,50,50,,50,50,50,,50,100,50,50,50,50,100,50,50,100,50,50,50,100,50,50,50,,,,
Utah,UT,Medical Cond-Asthma,Private,100,50,50,100,100,50,50,50,100,50,50,100,50,50,50,50,100,50,50,50,100,50,50,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
Utah,UT,Medical Cond-Asthma,Uninsured,,,,,,,,,,,,,,,,,,,,,,50,,,,,,50,50,,,50,50,,,50,50,50,,50,50,50,50,50,,,,
Utah,UT,Medical Cond-CHF,Medicaid,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
Utah,UT,Medical Cond-CHF,Medicare,600,600,500,650,650,600,600,550,650,600,500,600,600,550,450,600,550,500,400,450,500,450,400,400,450,450,400,400,500,450,400,450,450,500,400,450,500,450,400,500,650,600,450,500,,,,
Utah,UT,Medical Cond-CHF,Private,100,100,50,100,100,100,100,50,100,100,50,100,100,100,50,50,100,100,50,100,100,50,100,100,100,100,100,100,100,50,100,100,100,50,50,50,50,50,50,100,100,100,100,100,,,,
Utah,UT,Medical Cond-CHF,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,50,50,50,,,,
Utah,UT,Medical Cond-Diabetes,Medicaid,100,100,100,100,50,50,50,50,50,50,50,50,50,50,50,100,100,100,100,50,100,50,50,100,50,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
Utah,UT,Medical Cond-Diabetes,Medicare,100,100,100,100,100,100,150,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,150,100,100,100,150,150,100,100,100,100,150,100,100,100,,,,
Utah,UT,Medical Cond-Diabetes,Private,100,150,150,150,150,150,150,100,150,150,150,150,150,100,150,150,150,150,150,150,150,150,150,150,150,150,150,200,150,100,150,150,150,150,150,150,150,150,150,150,200,150,150,200,,,,
Utah,UT,Medical Cond-Diabetes,Uninsured,50,50,50,50,50,50,50,,,,,50,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,50,100,50,50,50,100,100,100,100,50,,,,
Utah,UT,Medical Condition (All),Medicaid,1100,1100,1100,1150,1100,1100,1050,1100,1100,1100,1100,1050,1050,1000,1050,1100,1050,1050,1100,1000,1250,1100,1000,1100,1150,1300,1200,1300,1300,1250,1250,1200,1500,1400,1450,1350,1750,1550,1500,1500,1550,1600,1550,1500,,,,
Utah,UT,Medical Condition (All),Medicare,6900,7100,6650,7600,7300,7100,6800,6850,7850,7300,6800,7450,7500,6700,6300,6550,6600,5850,5600,5800,6550,5950,5800,5700,5750,6100,5700,5750,6850,6900,6600,6450,7550,7700,7350,7500,8600,8050,7550,8100,9050,8250,7850,7350,,,,
Utah,UT,Medical Condition (All),Private,4100,4150,4000,4150,4050,4100,3950,3900,4200,4000,4150,4200,4100,4200,4200,4150,4350,4100,4200,4100,4500,4150,4150,4200,4200,4200,4000,4100,4100,3900,4000,3900,4250,4150,4250,4150,4250,4100,4000,4100,4250,4050,4150,3800,,,,
Utah,UT,Medical Condition (All),Uninsured,400,450,450,550,500,550,550,350,350,400,350,400,350,400,400,400,650,650,750,750,750,700,700,700,700,700,750,850,800,850,850,850,900,850,900,950,900,850,950,950,950,1050,1050,1050,,,,
Utah,UT,Mental Health,Medicaid,250,250,250,250,250,250,250,250,250,250,300,250,250,300,300,250,300,300,300,300,300,300,300,250,300,350,400,300,400,350,350,400,400,400,450,400,550,550,550,500,600,600,700,600,,,,
Utah,UT,Mental Health,Medicare,150,150,150,150,150,200,200,150,150,150,150,150,150,150,150,150,150,150,150,150,200,200,200,200,150,150,150,150,200,200,200,200,200,200,200,200,200,200,200,200,200,250,250,200,,,,
Utah,UT,Mental Health,Private,750,800,800,800,800,850,850,800,850,800,900,800,850,900,850,850,900,950,950,900,1050,1000,1000,950,950,950,1050,1000,1000,1100,1050,1000,1100,1200,1200,1150,1250,1250,1250,1200,1150,1150,1200,1150,,,,
Utah,UT,Mental Health,Uninsured,200,150,250,250,200,250,250,150,150,100,150,150,150,150,150,200,400,350,400,400,400,300,300,350,350,350,450,450,500,550,600,600,550,600,650,650,600,600,700,700,700,700,750,750,,,,
Utah,UT,Surgical,Medicaid,650,650,700,650,650,650,650,600,650,650,650,600,650,650,650,600,600,650,600,550,650,600,600,550,600,700,700,650,700,700,650,650,750,650,650,600,700,700,700,650,750,750,750,650,,,,
Utah,UT,Surgical,Medicare,4150,4250,4100,4250,4700,4650,4400,4650,4800,4950,4750,4800,4850,4850,4500,4450,4400,4200,4150,4100,4250,4050,4100,4100,4100,4200,4100,4200,4650,4550,4500,4450,4950,4900,4750,4750,5200,5050,4950,5200,5000,4900,4750,5200,,,,
Utah,UT,Surgical,Private,6000,6150,5600,6050,5950,6200,5700,6350,6200,6250,5850,6450,6200,6350,6050,6700,6300,6200,6100,6550,6350,6500,6200,7100,6300,6200,6050,6600,5950,6000,5850,6550,5650,5950,5600,6650,5600,5600,5150,5950,4950,5000,4900,5600,,,,
Utah,UT,Surgical,Uninsured,300,300,300,300,350,300,400,200,250,200,250,200,200,200,250,250,400,350,450,400,350,300,350,300,350,350,400,350,400,400,400,400,350,400,400,450,400,350,500,400,350,400,450,400,,,,
Vermont,VT,All Adult Hospitalizations,Medicaid,1550,1650,1650,1550,1700,1750,1750,1550,1650,1750,1700,1650,1600,1650,1700,1550,1600,1600,1700,1600,1700,1750,1650,1600,1800,1750,1750,1700,1750,1850,1850,1750,1750,1800,1850,1750,1650,1700,1700,1700,1700,1700,1800,1550,,,,
Vermont,VT,All Adult Hospitalizations,Medicare,4550,4800,4700,4700,4600,4750,4550,4500,4900,4550,4550,4400,4700,4600,4500,4500,4800,4700,4450,4550,4550,4500,4500,4500,4400,4350,4300,4150,4250,4450,4400,4300,4350,4350,4350,4100,4350,4600,4350,4000,4400,4300,4400,4100,,,,
Vermont,VT,All Adult Hospitalizations,Private,3350,3550,3450,3300,3400,3250,3200,3200,3250,3350,3200,3100,3100,3300,3100,3000,3050,3000,3000,3000,2950,3150,3100,2950,2950,3000,2950,2850,2750,2850,2850,2650,2750,2600,2850,2650,2750,2750,2700,2750,2700,2700,2700,2500,,,,
Vermont,VT,All Adult Hospitalizations,Uninsured,350,400,450,400,400,400,500,400,450,400,450,400,400,400,450,400,400,450,500,400,400,350,450,350,350,400,450,350,300,300,250,250,250,200,250,250,200,250,250,200,200,250,250,200,,,,
Vermont,VT,Injury,Medicaid,50,50,50,50,50,50,100,50,50,50,100,100,50,50,50,50,50,50,100,50,50,50,100,50,50,100,100,50,50,100,100,100,100,50,100,100,50,50,100,50,50,50,100,50,,,,
Vermont,VT,Injury,Medicare,250,300,350,300,300,300,250,300,300,300,300,300,300,300,300,300,300,350,350,350,350,300,300,350,300,250,300,250,300,300,300,300,300,250,300,300,300,300,300,300,300,250,350,300,,,,
Vermont,VT,Injury,Private,250,150,200,150,250,150,200,150,250,150,200,150,250,150,200,150,200,150,200,150,200,150,200,150,200,150,150,150,200,150,150,150,200,150,200,150,200,150,150,150,200,100,150,100,,,,
Vermont,VT,Injury,Uninsured,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,,,,50,,,,,
Vermont,VT,Maternal,Medicaid,550,550,550,550,550,600,600,600,550,650,600,550,550,600,650,600,600,600,650,600,600,650,650,550,650,600,650,600,600,650,650,600,550,550,650,600,550,550,600,600,550,550,600,500,,,,
Vermont,VT,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Maternal,Private,850,1050,1050,850,900,950,850,900,850,950,900,800,750,900,900,800,800,900,900,800,750,900,800,750,750,800,850,650,700,800,800,750,650,700,800,700,650,800,800,700,700,750,800,750,,,,
Vermont,VT,Maternal,Uninsured,,50,50,50,,50,,,,,,50,,50,50,,,50,50,50,50,,50,,,,50,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-Asthma,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-Asthma,Medicare,50,,,50,,50,,,50,50,,,50,,,,50,50,,,50,,,,50,50,,,50,50,,,,50,,50,,,,50,50,,,,,,,
Vermont,VT,Medical Cond-Asthma,Private,,,,50,,,,,50,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,50,,,,,,,
Vermont,VT,Medical Cond-Asthma,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-CHF,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-CHF,Medicare,300,300,250,300,300,300,250,250,300,250,200,250,300,250,200,250,200,250,200,200,250,200,200,200,250,250,200,200,250,250,200,200,250,200,200,200,250,250,200,200,250,250,200,250,,,,
Vermont,VT,Medical Cond-CHF,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-CHF,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Cond-Diabetes,Medicaid,,50,50,50,50,50,50,50,,,50,,,,,50,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
Vermont,VT,Medical Cond-Diabetes,Medicare,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,
Vermont,VT,Medical Cond-Diabetes,Private,,,50,,50,,,,50,50,,50,50,50,,50,,,50,,50,50,50,50,50,,50,50,,50,,,50,50,50,50,50,50,50,50,,,50,50,,,,
Vermont,VT,Medical Cond-Diabetes,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Medical Condition (All),Medicaid,450,500,500,450,450,450,450,400,500,450,450,450,450,450,450,450,450,500,450,450,500,550,450,500,550,500,500,500,550,550,550,550,500,550,550,550,500,550,550,500,600,600,600,500,,,,
Vermont,VT,Medical Condition (All),Medicare,3100,3250,3050,3150,3150,3150,3000,2900,3400,3000,2950,2800,3100,3100,2950,2900,3350,3200,2950,3000,3100,3000,3000,3000,3050,2950,2900,2750,2950,3050,2950,2950,3050,3100,3100,2850,3150,3200,3050,2800,3200,3100,3050,2850,,,,
Vermont,VT,Medical Condition (All),Private,950,950,1000,1000,1000,950,1000,900,1000,950,950,950,900,1000,950,950,950,900,950,950,950,950,1050,950,1000,950,900,900,900,900,1000,900,950,800,950,900,950,900,900,950,950,900,900,800,,,,
Vermont,VT,Medical Condition (All),Uninsured,150,200,200,150,200,200,250,150,200,200,200,200,200,150,200,200,200,200,200,200,200,150,200,150,150,200,200,200,100,150,150,100,150,100,100,100,100,100,100,100,100,100,100,100,,,,
Vermont,VT,Mental Health,Medicaid,250,300,250,250,350,300,300,250,300,300,250,250,250,300,250,200,250,250,250,250,250,200,250,250,250,300,250,250,250,300,300,300,300,300,300,300,250,250,250,250,250,250,300,250,,,,
Vermont,VT,Mental Health,Medicare,50,100,100,100,100,100,100,100,50,100,100,50,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,50,100,50,100,50,50,50,100,50,100,100,50,50,,,,
Vermont,VT,Mental Health,Private,150,200,150,150,200,150,150,150,150,150,200,150,150,150,150,150,150,150,100,200,150,150,150,150,150,150,150,150,150,150,150,100,150,150,150,150,150,150,150,150,100,150,150,150,,,,
Vermont,VT,Mental Health,Uninsured,50,50,100,100,50,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100,50,50,100,100,50,100,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,,,,
Vermont,VT,Surgical,Medicaid,250,300,300,250,250,300,300,250,250,300,250,300,300,250,250,250,250,250,250,250,250,300,250,300,300,300,250,300,300,250,250,250,300,250,250,250,250,300,250,250,250,250,200,250,,,,
Vermont,VT,Surgical,Medicare,1150,1200,1200,1200,1100,1200,1250,1200,1150,1150,1250,1200,1200,1150,1150,1200,1050,1100,1050,1100,1050,1150,1150,1100,950,1050,1000,1050,1000,1050,1050,1000,900,900,900,900,850,1000,900,850,850,850,950,850,,,,
Vermont,VT,Surgical,Private,1150,1200,1050,1100,1100,1050,1050,1100,1050,1100,1000,1100,1000,1050,900,1000,950,900,850,900,900,1000,900,950,900,900,900,950,850,850,800,800,800,750,800,800,800,800,700,800,750,800,700,700,,,,
Vermont,VT,Surgical,Uninsured,100,100,100,100,50,100,100,100,100,100,100,50,100,100,100,50,100,100,100,100,100,100,100,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
Virginia,VA,All Adult Hospitalizations,Medicaid,,,,,,,,,,,,,14750,14700,15900,15250,15600,15450,16950,15550,15950,15800,16900,16200,16400,16700,17950,17200,17450,17600,18100,17600,17750,17400,18100,17300,17550,17350,17900,17100,16900,18000,18550,17400,17450,17400,19000,
Virginia,VA,All Adult Hospitalizations,Medicare,,,,,,,,,,,,,66750,62950,60800,62450,65000,62650,59650,62450,68000,63550,61550,63900,66850,64050,61700,63150,66000,65200,63050,65850,69150,61950,64500,65900,69000,65750,64250,66950,70250,67000,63700,63450,65050,64950,63750,
Virginia,VA,All Adult Hospitalizations,Private,,,,,,,,,,,,,56100,59600,60250,58250,58200,58900,58750,57350,57850,57700,57700,55350,54950,55000,53850,51500,50050,51050,50800,50450,49800,50900,51750,50250,49400,49550,50700,49450,48400,47950,47950,45700,45400,47050,47950,
Virginia,VA,All Adult Hospitalizations,Uninsured,,,,,,,,,,,,,8950,8750,9000,9700,10000,9800,9500,9850,10150,9700,9900,10050,10650,11400,11850,11150,11400,12400,12800,12400,12800,13150,13300,12650,12550,13450,13650,13150,13350,13400,14600,14000,13300,13050,13450,
Virginia,VA,Injury,Medicaid,,,,,,,,,,,,,350,400,350,350,350,400,450,350,300,350,450,350,350,400,450,400,400,500,500,450,400,450,450,500,450,450,500,450,400,450,500,400,400,450,450,
